cik_str,ticker,title
1341335,FSM,FORTUNA SILVER MINES INC
1473844,CBTX,"CBTX, Inc."
1098972,AGEN,AGENUS INC
99302,TRNS,TRANSCAT INC
1823034,HIII,Hudson Executive Investment Corp. III
1713334,MSC,STUDIO CITY INTERNATIONAL HOLDINGS Ltd
1435049,KDNY,"CHINOOK THERAPEUTICS, INC."
1395325,ETJ,Eaton Vance Risk-Managed Diversified Equity Income Fund
1529377,ACRE,Ares Commercial Real Estate Corp
750686,CAC,CAMDEN NATIONAL CORP
1773250,MMX,MAVERIX METALS INC.
1333274,MERC,MERCER INTERNATIONAL INC.
1290677,TPB,"Turning Point Brands, Inc."
1174850,NCBS,NICOLET BANKSHARES INC
1163739,NBR,NABORS INDUSTRIES LTD
1109242,HAFC,HANMI FINANCIAL CORP
712770,OLP,ONE LIBERTY PROPERTIES INC
1059262,SP,SP Plus Corp
1040593,CRZO,CARRIZO OIL & GAS INC
828803,GIM,TEMPLETON GLOBAL INCOME FUND
1346830,CARA,"Cara Therapeutics, Inc."
1437071,IVR,Invesco Mortgage Capital Inc.
1728688,IIIV,"i3 Verticals, Inc."
84129,RAD,RITE AID CORP
1481832,APTS,PREFERRED APARTMENT COMMUNITIES INC
1071993,MCF,CONTANGO OIL & GAS CO
887921,REV,REVLON INC /DE/
1804583,RAAS,Cloopen Group Holding Ltd
1576873,ABML,AMERICAN BATTERY TECHNOLOGY Co
1080259,TCLRY,Technicolor
1053352,HTBK,HERITAGE COMMERCE CORP
1296250,PFN,PIMCO Income Strategy Fund II
1062822,LXRX,"LEXICON PHARMACEUTICALS, INC."
1301787,BXC,BlueLinx Holdings Inc.
61986,MTW,MANITOWOC CO INC
77543,TPC,TUTOR PERINI CORP
1846996,MSDA,MSD ACQUISITION CORP. / NEW
1823986,WDH,Waterdrop Inc.
1591588,AMRK,"A-Mark Precious Metals, Inc."
1816176,GOAC,GO Acquisition Corp.
1459839,SIBN,"SI-BONE, Inc."
1116463,OSUR,ORASURE TECHNOLOGIES INC
1598428,TMST,TimkenSteel Corp
909108,DHIL,DIAMOND HILL INVESTMENT GROUP INC
1747068,MCBS,"MetroCity Bankshares, Inc."
1828985,SCOA,ScION Tech Growth I
1506983,IGAP,"Integrity Applications, Inc."
1784970,WETG,WeTrade Group Inc.
1315257,KOP,Koppers Holdings Inc.
1836337,LGAC,Lazard Growth Acquisition Corp. I
1557915,NID,Nuveen Intermediate Duration Municipal Term Fund
1838162,SLAM,Slam Corp.
1400438,LGO,Largo Inc.
913059,BBAR,Banco BBVA Argentina S.A.
1668673,PETQ,"PetIQ, Inc."
351834,STKL,SunOpta Inc.
1182737,DTRC,DAKOTA TERRITORY RESOURCE CORP
1562818,BIT,BlackRock Multi-Sector Income Trust
1223389,CONN,CONNS INC
1835268,CNTB,Connect Biopharma Holdings Ltd
1734107,SOHU,Sohu.com Ltd
23197,CMTL,COMTECH TELECOMMUNICATIONS CORP /DE/
1109116,EVC,ENTRAVISION COMMUNICATIONS CORP
1554859,SMLR,"Semler Scientific, Inc."
55135,KELYA,KELLY SERVICES INC
915840,BZH,BEAZER HOMES USA INC
885125,IQI,Invesco Quality Municipal Income Trust
1115128,QUOT,Quotient Technology Inc.
1838527,SPAQ,Spartan Acquisition Corp. III
1538716,OPRT,Oportun Financial Corp
886206,FC,FRANKLIN COVEY CO
1843762,CMLT,CM Life Sciences III Inc.
1059386,VVR,Invesco Senior Income Trust
853180,VSLAX,Invesco Senior Loan Fund
1094324,SIFY,SIFY TECHNOLOGIES LTD
1703644,GPMT,Granite Point Mortgage Trust Inc.
28823,DBD,"DIEBOLD NIXDORF, Inc"
1826286,VINP,Vinci Partners Investments Ltd.
1173514,HY,"HYSTER-YALE MATERIALS HANDLING, INC."
1828250,CCVI,Churchill Capital Corp VI
716006,YELL,Yellow Corp
879361,MYD,"BLACKROCK MUNIYIELD FUND, INC."
1662991,SEZNL,Sezzle Inc.
1723128,AMRX,"Amneal Pharmaceuticals, Inc."
1137393,BFK,BLACKROCK MUNICIPAL INCOME TRUST
1010086,SIGA,SIGA TECHNOLOGIES INC
1441236,CLW,Clearwater Paper Corp
1779128,BLDE,"Blade Air Mobility, Inc."
1578955,SBOEY,Schoeller-Bleckmann Oilfield Equipment AG/ADR
895531,VCV,Invesco California Value Municipal Income Trust
1304421,CNSL,"Consolidated Communications Holdings, Inc."
1439095,MRC,MRC GLOBAL INC.
100591,AGX,ARGAN INC
1835579,IKNA,"Ikena Oncology, Inc."
1678660,PRLD,Prelude Therapeutics Inc
1111863,SWIR,SIERRA WIRELESS INC
1828096,GSEV,Gores Holdings VII Inc.
1642453,DSKE,"Daseke, Inc."
1527753,PSNL,"Personalis, Inc."
1587987,NEWT,Newtek Business Services Corp.
29669,RRD,RR Donnelley & Sons Co
1766400,PNTG,"Pennant Group, Inc."
1836074,WPCB,Warburg Pincus Capital Corp I-B
879585,ATNI,"ATN International, Inc."
896429,CTLP,"CANTALOUPE, INC."
1378950,PRTS,"CarParts.com, Inc."
924717,SRDX,SURMODICS INC
1091883,CIR,CIRCOR INTERNATIONAL INC
1050743,PGC,PEAPACK GLADSTONE FINANCIAL CORP
935419,RICK,"RCI HOSPITALITY HOLDINGS, INC."
773717,SMPR,"Standard Metals Processing, Inc."
1519401,RM,Regional Management Corp.
1596964,HLG,Hailiang Education Group Inc.
1411688,TCS,"Container Store Group, Inc."
1156388,BGFV,BIG 5 SPORTING GOODS Corp
711772,CATC,CAMBRIDGE BANCORP
890541,BLX,"FOREIGN TRADE BANK OF LATIN AMERICA, INC."
1505155,UPLD,"Upland Software, Inc."
791963,OPY,OPPENHEIMER HOLDINGS INC
1828791,DSP,Viant Technology Inc.
1010000,RUPRF,RUPERT RESOURCES LTD
1846068,KVSC,Khosla Ventures Acquisition Co. III
708781,CASS,CASS INFORMATION SYSTEMS INC
1051004,MUC,"BLACKROCK MUNIHOLDINGS CALIFORNIA QUALITY FUND, INC."
827871,EGRX,"EAGLE PHARMACEUTICALS, INC."
1393299,BGY,BlackRock Enhanced International Dividend Trust
1219120,AVK,ADVENT CONVERTIBLE & INCOME FUND
1772720,XL,XL Fleet Corp.
1834253,EM,Smart Share Global Ltd
1783183,PHAT,"Phathom Pharmaceuticals, Inc."
318300,PEBO,PEOPLES BANCORP INC
1834045,VWE,"Vintage Wine Estates, Inc."
1267565,COLL,"COLLEGIUM PHARMACEUTICAL, INC"
1589526,BLBD,Blue Bird Corp
357301,TRST,TRUSTCO BANK CORP N Y
863894,VERU,VERU INC.
1608742,DIAX,Nuveen Dow 30sm Dynamic Overwrite Fund
1697818,ICLK,iClick Interactive Asia Group Ltd
1621227,ADAP,Adaptimmune Therapeutics PLC
1333493,EHTH,"eHealth, Inc."
1524931,CHUY,"CHUY'S HOLDINGS, INC."
1057379,HCKT,"HACKETT GROUP, INC."
1821788,HZON,Horizon Acquisition Corp II
1087786,NXJ,NUVEEN NEW JERSEY QUALITY MUNICIPAL INCOME FUND
732417,HBIA,HILLS BANCORPORATION
1805833,TREB,Trebia Acquisition Corp.
1736946,ARLO,"Arlo Technologies, Inc."
1084201,SVA,SINOVAC BIOTECH LTD
1420520,ATOM,Atomera Inc
1509223,RENN,Renren Inc.
1324272,RUTH,"Ruths Hospitality Group, Inc."
1828183,FVIV,Fortress Value Acquisition Corp. IV
1628063,SRG,Seritage Growth Properties
1645666,KZR,"Kezar Life Sciences, Inc."
1820852,SEAH,Sports Entertainment Acquisition Corp.
1651944,DMTK,"DermTech, Inc."
1769484,BIOX,Bioceres Crop Solutions Corp.
1436208,LEGH,Legacy Housing Corp
1020710,DXPE,DXP ENTERPRISES INC
710752,SBR,SABINE ROYALTY TRUST
1756262,TMDX,"TransMedics Group, Inc."
1605810,ULNV,"Porter Holding International, Inc."
1725123,CANG,Cango Inc.
62234,MCS,MARCUS CORP
1221029,CPAC,CEMENTOS PACASMAYO SAA
1554697,GHY,"PGIM Global High Yield Fund, Inc."
108985,YORW,YORK WATER CO
1031316,FSP,FRANKLIN STREET PROPERTIES CORP /MA/
1756908,NRGX,PIMCO Energy & Tactical Credit Opportunities Fund
1822877,VYGG,Vy Global Growth
1584549,VFF,"Village Farms International, Inc."
1687926,ZUUS,"ZEUUS, INC."
1799448,ALGS,"Aligos Therapeutics, Inc."
1593899,AVIR,"Atea Pharmaceuticals, Inc."
1808805,NAUT,"Nautilus Biotechnology, Inc."
895447,SCVL,SHOE CARNIVAL INC
1172358,DMLP,"DORCHESTER MINERALS, L.P."
1693256,WTTR,"Select Energy Services, Inc."
1396277,CHW,Calamos Global Dynamic Income Fund
917100,IFN,INDIA FUND INC
1546429,BGB,Blackstone Strategic Credit Fund
755001,UTL,UNITIL CORP
835948,MVF,"BLACKROCK MUNIVEST FUND, INC."
1825249,CFIV,CF ACQUISITION CORP. IV
216085,HVT,HAVERTY FURNITURE COMPANIES INC
1478888,NBB,Nuveen Taxable Municipal Income Fund
1503802,KPTI,Karyopharm Therapeutics Inc.
1635977,THW,Tekla World Healthcare Fund
919893,TDF,TEMPLETON DRAGON FUND INC
1812234,CCV,Churchill Capital Corp V
1720893,BTAI,"BioXcel Therapeutics, Inc."
1043337,SRI,STONERIDGE INC
1471420,STK,"Columbia Seligman Premium Technology Growth Fund, Inc."
1780312,ASTS,"AST SpaceMobile, Inc."
1096056,LXFR,LUXFER HOLDINGS PLC
67347,MOD,MODINE MANUFACTURING CO
1518720,FPVD,Force Protection Video Equipment Corp.
1650648,FDMT,4D Molecular Therapeutics Inc.
1476045,CLDT,Chatham Lodging Trust
80172,NPK,NATIONAL PRESTO INDUSTRIES INC
901243,MUA,"BLACKROCK MUNIASSETS FUND, INC."
1826058,MIT,"Mason Industrial Technology, Inc."
1827506,TALS,"Talaris Therapeutics, Inc."
859070,FCBC,FIRST COMMUNITY BANKSHARES INC /VA/
1058239,HIX,WESTERN ASSET HIGH INCOME FUND II INC.
1818346,LEAP,"Ribbit LEAP, Ltd."
1796280,ORIC,"Oric Pharmaceuticals, Inc."
1489096,THR,"Thermon Group Holdings, Inc."
1840225,FSNB,Fusion Acquisition Corp. II
1233681,BLW,BLACKROCK Ltd DURATION INCOME TRUST
1215913,HPS,JOHN HANCOCK PREFERRED INCOME FUND III
1504678,LOOP,"Loop Industries, Inc."
714562,THFF,FIRST FINANCIAL CORP /IN/
1802749,ZEV,"Lightning eMotors, Inc."
1313510,GGN,"GAMCO Global Gold, Natural Resources & Income Trust"
1743344,PYR,PyroGenesis Canada Inc.
1655891,TRMD,TORM plc
1837393,ACQR,Independence Holdings Corp.
1830232,AGCB,Altimeter Growth Corp. 2
1826492,GRCL,Gracell Biotechnologies Inc.
1789832,HESM,Hess Midstream LP
1772177,KRUS,"KURA SUSHI USA, INC."
1606757,KE,"Kimball Electronics, Inc."
1314966,BME,BlackRock Health Sciences Trust
1620737,OGI,ORGANIGRAM HOLDINGS INC.
1026214,FMCC,FEDERAL HOME LOAN MORTGAGE CORP
1040130,PETS,PETMED EXPRESS INC
1518557,MMD,MainStay MacKay DefinedTerm Municipal Opportunities Fund
1288992,EFT,Eaton Vance Floating-Rate Income Trust
1839341,XPDI,Power & Digital Infrastructure Acquisition Corp.
1232860,MUI,"BLACKROCK MUNICIPAL INCOME FUND, INC."
1461755,ACBI,"Atlantic Capital Bancshares, Inc."
1818876,IPOD,Social Capital Hedosophia Holdings Corp. IV
1415921,NMM,Navios Maritime Partners L.P.
46129,AMOT,ALLIED MOTION TECHNOLOGIES INC
1084765,RGP,"RESOURCES CONNECTION, INC."
1313310,GRVY,"GRAVITY Co., Ltd."
1326200,GNK,GENCO SHIPPING & TRADING LTD
1644378,RMR,RMR GROUP INC.
1838108,RMGC,RMG Acquisition Corp. III
1042729,MBWM,MERCANTILE BANK CORP
1635282,RMNI,"Rimini Street, Inc."
1276533,JFR,NUVEEN FLOATING RATE INCOME FUND
884624,OFIX,Orthofix Medical Inc.
17313,CSWC,CAPITAL SOUTHWEST CORP
1787400,NKTX,"Nkarta, Inc."
1580345,TPVG,TriplePoint Venture Growth BDC Corp.
1624322,BFST,"Business First Bancshares, Inc."
898437,ANIK,"Anika Therapeutics, Inc."
827876,CLSK,"CLEANSPARK, INC."
1831828,VERA,"Vera Therapeutics, Inc."
357294,HOV,HOVNANIAN ENTERPRISES INC
1757932,RMO,"Romeo Power, Inc."
1270073,ICPT,"INTERCEPT PHARMACEUTICALS, INC."
1564180,KNOP,KNOT Offshore Partners LP
1683695,IMXI,"International Money Express, Inc."
1662244,CYT,"Cyteir Therapeutics, Inc."
1037390,INDT,"INDUS REALTY TRUST, INC."
719135,APYX,Apyx Medical Corp
886043,MMU,WESTERN ASSET MANAGED MUNICIPALS FUND INC.
1649904,RYTM,"RHYTHM PHARMACEUTICALS, INC."
1606440,RBNC,"Reliant Bancorp, Inc."
1016169,ATRS,"ANTARES PHARMA, INC."
866439,DPLS,"DarkPulse, Inc."
1601548,VEC,"Vectrus, Inc."
902791,BBSI,BARRETT BUSINESS SERVICES INC
717538,AROW,ARROW FINANCIAL CORP
1442836,MRSN,"Mersana Therapeutics, Inc."
1466026,MSBI,"Midland States Bancorp, Inc."
844059,FRPH,"FRP HOLDINGS, INC."
870780,NQP,NUVEEN PENNSYLVANIA QUALITY MUNICIPAL INCOME FUND
1285890,IGD,Voya GLOBAL EQUITY DIVIDEND & PREMIUM OPPORTUNITY FUND
1547994,JPI,Nuveen Preferred & Income Term Fund
1337117,ITRN,Ituran Location & Control Ltd.
882150,MYN,"BLACKROCK MUNIYIELD NEW YORK QUALITY FUND, INC."
1838219,TSPQ,TCW Special Purpose Acquisition Corp.
1421461,IPI,"Intrepid Potash, Inc."
1842386,VAQC,Vector Acquisition Corp II
1841389,REVH,Revolution Healthcare Acquisition Corp.
1746473,PLRX,"PLIANT THERAPEUTICS, INC."
1819395,GMII,"Gores Metropoulos II, Inc."
1828316,PHAR,Pharming Group N.V.
1680581,FULC,"Fulcrum Therapeutics, Inc."
1823608,AMAL,Amalgamated Financial Corp.
101199,UFCS,UNITED FIRE GROUP INC
878518,TGB,TASEKO MINES LTD
1176199,HPI,JOHN HANCOCK PREFERRED INCOME FUND
1746109,BFC,Bank First Corp
738214,AMTX,"AEMETIS, INC"
1830197,HMPT,Home Point Capital Inc.
1321741,GAIN,GLADSTONE INVESTMENT CORPORATION\DE
30305,DCO,DUCOMMUN INC /DE/
1012477,AVDL,AVADEL PHARMACEUTICALS PLC
1560241,GTHX,"G1 Therapeutics, Inc."
858655,HAYN,HAYNES INTERNATIONAL INC
1045126,MFL,BLACKROCK MUNIHOLDINGS INVESTMENT QUALITY FUND
1383082,DBA,INVESCO DB AGRICULTURE FUND
1023024,ANIP,ANI PHARMACEUTICALS INC
1431852,RNGTF,Osisko Development Corp.
1559991,DFP,Flaherty & Crumrine Dynamic Preferred & Income Fund Inc
1258623,EFR,EATON VANCE SENIOR FLOATING RATE TRUST
903419,ALRS,ALERUS FINANCIAL CORP
826675,DX,DYNEX CAPITAL INC
1656634,GRTS,"Gritstone bio, Inc."
1275158,NDLS,NOODLES & Co
1620463,ATHA,"Athira Pharma, Inc."
1214935,NCV,Virtus AllianzGI Convertible & Income Fund
1437958,CCB,COASTAL FINANCIAL CORP
1390195,AWP,ABERDEEN GLOBAL PREMIER PROPERTIES FUND
1117480,CMRX,CHIMERIX INC
1569994,WSBF,"Waterstone Financial, Inc."
1417892,SOL,ReneSola Ltd
888410,MCA,"BLACKROCK MUNIYIELD CALIFORNIA QUALITY FUND, INC."
1528115,ANNX,"Annexon, Inc."
1638290,MCFT,"MasterCraft Boat Holdings, Inc."
1051003,DSU,"BLACKROCK DEBT STRATEGIES FUND, INC."
1074540,EVN,EATON VANCE MUNICIPAL INCOME TRUST
1854233,EGLX,Enthusiast Gaming Holdings Inc. / Canada
1166928,WTBA,WEST BANCORPORATION INC
1821329,PRPC,CC Neuberger Principal Holdings III
1625101,PLSE,"Pulse Biosciences, Inc."
1534880,ISD,"PGIM High Yield Bond Fund, Inc."
1210123,EAD,WELLS FARGO INCOME OPPORTUNITIES FUND
1824013,HAAC,Health Assurance Acquisition Corp.
1538028,SAFLY,Safilo Group SpA/ADR
1612940,PRQR,ProQR Therapeutics N.V.
33934,CRF,CORNERSTONE TOTAL RETURN FUND INC
1759824,ALTG,ALTA EQUIPMENT GROUP INC.
908993,VKI,Invesco Advantage Municipal Income Trust II
1634117,BNED,"Barnes & Noble Education, Inc."
1369085,NEWP,NEW PACIFIC METALS CORP
1807707,APPH,"AppHarvest, Inc."
1599298,SMMT,Summit Therapeutics Inc.
1367408,OILY,Sino American Oil Co
1524025,TLYS,"TILLY'S, INC."
813298,DXLG,"DESTINATION XL GROUP, INC."
101984,UEIC,UNIVERSAL ELECTRONICS INC
1273931,MGI,MONEYGRAM INTERNATIONAL INC
1308208,ULH,"UNIVERSAL LOGISTICS HOLDINGS, INC."
1412665,MOFG,"MidWestOne Financial Group, Inc."
1840859,YTPG,TPG Pace Beneficial II Corp.
1341317,BWB,Bridgewater Bancshares Inc
915778,DSPG,DSP GROUP INC /DE/
912147,RMT,"ROYCE MICRO-CAP TRUST, INC."
1606366,LOCO,"El Pollo Loco Holdings, Inc."
1515671,DPG,Duff & Phelps Utility & Infrastructure Fund Inc.
1661125,YIN,Yintech Investment Holdings Ltd
1633336,CCAP,"Crescent Capital BDC, Inc."
744187,REX,REX AMERICAN RESOURCES Corp
866829,HLX,HELIX ENERGY SOLUTIONS GROUP INC
1494530,FSD,FIRST TRUST HIGH INCOME LONG/SHORT FUND
1518621,ORC,"Orchid Island Capital, Inc."
1836259,SPTK,SportsTek Acquisition Corp.
1596993,LPG,DORIAN LPG LTD.
1818787,PV,Primavera Capital Acquisition Corp.
1561566,QIWI,QIWI
1288403,WTI,W&T OFFSHORE INC
709337,FMNB,FARMERS NATIONAL BANC CORP /OH/
818972,LEO,"BNY MELLON STRATEGIC MUNICIPALS, INC."
96869,TRC,TEJON RANCH CO
1357874,DTIL,PRECISION BIOSCIENCES INC
1528988,BUI,"BlackRock Utilities, Infrastructure & Power Opportunities Trust"
1275168,FSBC,FIVE STAR BANCORP
1538263,HTBI,"HomeTrust Bancshares, Inc."
314203,MUX,McEwen Mining Inc.
1806310,TSHA,"Taysha Gene Therapies, Inc."
1583107,TBPH,"Theravance Biopharma, Inc."
783412,DJCO,DAILY JOURNAL CORP
1694665,EVLO,"Evelo Biosciences, Inc."
1817229,VOR,Vor Biopharma Inc.
1499422,RBB,RBB Bancorp
1677940,BYSI,BeyondSpring Inc.
31235,KODK,EASTMAN KODAK CO
1514705,SXC,"SunCoke Energy, Inc."
1649744,DLTH,DULUTH HOLDINGS INC.
1467808,CO,Global Cord Blood Corp
1815753,TBCP,Thunder Bridge Capital Partners III Inc.
1370450,WLDN,"Willdan Group, Inc."
1707919,NAKD,NAKED BRAND GROUP Ltd
1838359,SNII,"Supernova Partners Acquisition Co II, Ltd."
1756594,IVA,Inventiva S.A.
846475,ZYXI,ZYNEX INC
1819790,TARS,"Tarsus Pharmaceuticals, Inc."
862831,FISI,FINANCIAL INSTITUTIONS INC
1487952,VPG,"Vishay Precision Group, Inc."
1567098,LWEL,Luckwel Pharmaceuticals Inc.
1281926,ETO,Eaton Vance Tax-Advantaged Global Dividend Opportunities Fund
1526119,VSTM,"Verastem, Inc."
1827821,MOTV,Motive Capital Corp
39311,IBCP,INDEPENDENT BANK CORP /MI/
1836154,DCRN,Decarbonization Plus Acquisition Corp II
1839175,MBAC,M3-Brigade Acquisition II Corp.
740663,FLIC,FIRST OF LONG ISLAND CORP
775215,HBT,"HBT Financial, Inc."
1393434,OCUL,"OCULAR THERAPEUTIX, INC"
1805077,EOSE,"Eos Energy Enterprises, Inc."
1396033,LL,"Lumber Liquidators Holdings, Inc."
1504619,PFLT,PennantPark Floating Rate Capital Ltd.
1036044,INVE,"Identiv, Inc."
1633932,EPIX,ESSA Pharma Inc.
1412350,PKO,PIMCO Income Opportunity Fund
1822219,FMAC,FirstMark Horizon Acquisition Corp.
33002,EBF,"ENNIS, INC."
1823634,CTAQ,Carney Technology Acquisition Corp. II
1253176,VAPO,VAPOTHERM INC
1818221,EQD,Equity Distribution Acquisition Corp.
761238,RADA,RADA ELECTRONIC INDUSTRIES LTD
1787640,CNVY,"Convey Health Solutions Holdings, Inc."
771266,KOPN,KOPIN CORP
1845580,TCVA,TCV Acquisition Corp.
1277902,MVBF,MVB FINANCIAL CORP
1600641,DIBS,"1stdibs.com, Inc."
1034957,CRESY,CRESUD INC
1138723,ARAY,ACCURAY INC
1823854,SNRH,Senior Connect Acquisition Corp. I
1606698,ALPP,"ALPINE 4 HOLDINGS, INC."
1735707,GTX,Garrett Motion Inc.
1710350,BTBT,"Bit Digital, Inc"
1227500,EQBK,EQUITY BANCSHARES INC
1823855,FINM,MARLIN TECHNOLOGY CORP.
1833909,AGAC,African Gold Acquisition Corp
1836129,OHPA,Orion Acquisition Corp.
1825042,IIAC,Investindustrial Acquisition Corp.
1824185,HHLA,HH&L Acquisition Co.
1822462,FHTX,Foghorn Therapeutics Inc.
914156,UFPT,UFP TECHNOLOGIES INC
1403475,BMRC,Bank of Marin Bancorp
1613170,ITMR,Itamar Medical Ltd.
1719489,KLR,"Kaleyra, Inc."
1827076,DGNU,Dragoneer Growth Opportunities Corp. III
1827248,EPHY,Epiphany Technology Acquisition Corp.
1841845,PDOT,Peridot Acquisition Corp. II
1419951,DTST,Data Storage Corp
1720446,ZEPP,Zepp Health Corp
1829797,PACX,Pioneer Merger Corp.
916907,SMBC,"SOUTHERN MISSOURI BANCORP, INC."
910068,HIO,WESTERN ASSET HIGH INCOME OPPORTUNITY FUND INC.
1703956,BBCP,"Concrete Pumping Holdings, Inc."
884121,HQL,TEKLA LIFE SCIENCES INVESTORS
1762506,VIST,"Vista Oil & Gas, S.A.B. de C.V."
5981,AVD,AMERICAN VANGUARD CORP
1654151,DCPH,"Deciphera Pharmaceuticals, Inc."
1325618,IRMD,IRADIMED CORP
1841761,VGII,Virgin Group Acquisition Corp. II
1834518,NSTB,Northern Star Investment Corp. II
1815776,GRPH,"Graphite Bio, Inc."
1090009,SFST,SOUTHERN FIRST BANCSHARES INC
1687187,METC,"Ramaco Resources, Inc."
1820191,IMPX,AEA-Bridges Impact Corp.
1393726,TIPT,TIPTREE INC.
900422,PMO,PUTNAM MUNICIPAL OPPORTUNITIES TRUST
1829953,COOL,Corner Growth Acquisition Corp.
932695,CYD,CHINA YUCHAI INTERNATIONAL LTD
1823733,FCAX,Fortress Capital Acquisition Corp
1838883,AAQC,Accelerate Acquisition Corp.
1013605,PDS,PRECISION DRILLING Corp
1827871,TLGA,TLG Acquisition One Corp.
1027838,TCMD,TACTILE SYSTEMS TECHNOLOGY INC
1843388,NGCA,NextGen Acquisition Corp. II
1018399,EBTC,ENTERPRISE BANCORP INC /MA/
98222,TDW,TIDEWATER INC
1701108,SPRO,"Spero Therapeutics, Inc."
1604174,ECC,Eagle Point Credit Co Inc.
1676479,CSTR,"CapStar Financial Holdings, Inc."
1581804,NVGS,Navigator Holdings Ltd.
1285819,OMER,OMEROS CORP
1836833,DMYQ,"dMY Technology Group, Inc. IV"
1824677,OEPW,One Equity Partners Open Water I Corp.
855612,ZIXI,ZIX CORP
876523,EZPW,EZCORP INC
899751,TWI,TITAN INTERNATIONAL INC
1758530,SY,So-Young International Inc.
1289340,STXS,"Stereotaxis, Inc."
1799332,GAN,GAN Ltd
1830487,PHVS,Pharvaris N.V.
1337553,AERI,AERIE PHARMACEUTICALS INC
1637761,SPNE,SeaSpine Holdings Corp
1514281,MITT,"AG Mortgage Investment Trust, Inc."
928658,CVLG,"COVENANT LOGISTICS GROUP, INC."
1108205,CRIS,CURIS INC
886744,GERN,GERON CORP
1034842,RIGL,RIGEL PHARMACEUTICALS INC
891166,UVE,"UNIVERSAL INSURANCE HOLDINGS, INC."
1813814,MNMD,Mind Medicine (MindMed) Inc.
1322505,ALBO,"ALBIREO PHARMA, INC."
1527728,ENOB,Enochian Biosciences Inc
1383414,PNNT,PENNANTPARK INVESTMENT CORP
1612720,NEXT,NextDecade Corp.
1071058,ABST,ABSOLUTE SOFTWARE CORP
1819399,TPGY,TPG Pace Beneficial Finance Corp.
1327688,OOMA,OOMA INC
1711933,AKYA,"Akoya Biosciences, Inc."
1259708,FRA,"BLACKROCK FLOATING RATE INCOME STRATEGIES FUND, INC."
1163668,SPFI,"SOUTH PLAINS FINANCIAL, INC."
1829949,OG,Onion Global Ltd
1703785,FLMN,Falcon Minerals Corp
839533,KTF,DWS MUNICIPAL INCOME TRUST
1058867,GNTY,GUARANTY BANCSHARES INC /TX/
1759425,MIRM,"Mirum Pharmaceuticals, Inc."
1259942,BLU,BELLUS Health Inc.
726601,CCBG,CAPITAL CITY BANK GROUP INC
1752372,EZOO,Ezagoo Ltd
1753706,FREE,"Whole Earth Brands, Inc."
1347858,XXII,"22nd Century Group, Inc."
1314102,EYPT,"EyePoint Pharmaceuticals, Inc."
1322439,EGLE,Eagle Bulk Shipping Inc.
1341235,ALDX,"Aldeyra Therapeutics, Inc."
1495825,GBAB,Guggenheim Taxable Municipal Bond & Investment Grade Debt Trust
1846125,ACAM,Acamar Partners Acquisition Corp. II
1801754,TIG,"Trean Insurance Group, Inc."
1501989,CTMX,"CytomX Therapeutics, Inc."
1006840,TXCB,"Cang Bao Tian Xia International Art Trade Center, Inc."
736772,CCNE,CNB FINANCIAL CORP/PA
1720116,RDVT,"Red Violet, Inc."
1189740,HPF,JOHN HANCOCK PREFERRED INCOME FUND II
1053988,MUJ,"BLACKROCK MUNIHOLDINGS NEW JERSEY QUALITY FUND, INC."
1368493,CAF,"Morgan Stanley China A Share Fund, Inc."
743367,BHB,BAR HARBOR BANKSHARES
1830063,NAAC,North Atlantic Acquisition Corp
703604,LAWS,LAWSON PRODUCTS INC/NEW/DE/
1040470,AEHR,AEHR TEST SYSTEMS
1726173,BH,Biglari Holdings Inc.
720858,ITIC,INVESTORS TITLE CO
933267,IRS,IRSA INVESTMENTS & REPRESENTATIONS INC
1333835,CASA,Casa Systems Inc
703904,SBNC,SOUTHERN BANCSHARES NC INC
1201792,APEI,AMERICAN PUBLIC EDUCATION INC
879911,AERG,"APPLIED ENERGETICS, INC."
1836056,AMAM,Ambrx Biopharma Inc.
1836981,GIG,"GigCapital4, Inc."
1499453,STXB,"Spirit of Texas Bancshares, Inc."
1038186,MHN,"BLACKROCK MUNIHOLDINGS NEW YORK QUALITY FUND, INC."
1137391,BFZ,BLACKROCK CALIFORNIA MUNICIPAL INCOME TRUST
1729997,GDLC,Grayscale Digital Large Cap Fund LLC
1824153,LHC,Leo Holdings Corp. II
1812923,SDHY,PGIM Short Duration High Yield Opportunities Fund
1762322,SFT,"SHIFT TECHNOLOGIES, INC."
827773,PPT,PUTNAM PREMIER INCOME TRUST
1308927,ETB,Eaton Vance Tax-Managed Buy-Write Income Fund
1090061,OMN,OMNOVA SOLUTIONS INC
1419600,FLXN,Flexion Therapeutics Inc
1786108,TRIN,Trinity Capital Inc.
1074769,NAN,NUVEEN NEW YORK QUALITY MUNICIPAL INCOME FUND
1821468,YQ,17 Education & Technology Group Inc.
1679049,INSW,"International Seaways, Inc."
1799788,GLSI,"Greenwich LifeSciences, Inc."
1785530,HOWL,"Werewolf Therapeutics, Inc."
1548187,SOLY,"Soliton, Inc."
1661460,PSTX,"Poseida Therapeutics, Inc."
1841873,KVSA,Khosla Ventures Acquisition Co.
1684144,ZOM,Zomedica Corp.
1640428,EVER,"EverQuote, Inc."
1823776,HIGA,H.I.G. Acquisition Corp.
1513363,FDUS,FIDUS INVESTMENT Corp
1371489,III,Information Services Group Inc.
1349436,SD,SANDRIDGE ENERGY INC
1607678,VKTX,"Viking Therapeutics, Inc."
